IDNUMBER,SMILES,predicts-2315,predicts-5444,predicts-5010,predicts-1936,predicts-4621,predicts-3199,predicts-9572,predicts-8469,predicts-6294,predicts-3483,predicts-5030,predicts-6894
AE-562/12222068,CC(=O)Nc1cc(c(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],0.1,0.2,0.5,0.2,0.2,0.1,0.7,0.1,0.5,0.1,0.90000004,0.1
AE-562/12222069,Cc1c(cc(cc1R)[N+](=O)[O-])[N+](=O)[O-],0.1,0.2,0,0,0,0,0.1,0.1,0,0.1,0,0
AE-562/12222070,Cc1cc(c(C)cc1[N+](=O)[O-])R,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.1,0
AE-562/12222072,O=[N+]([O-])c1cccc2c1c(ccc2R)[N+](=O)[O-],0.1,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1
AE-562/12222077,O=[N+]([O-])c2ccc(CCc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-],0.1,0,0.1,0.1,0.1,0,0.2,0,0.2,0,0,0
AE-562/12222080,O=[N+]([O-])c1ccc(cc1)COP(=O)([O-])OCc2ccc(cc2)[N+](=O)[O-],0,0,0,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1
AE-562/12222082,Oc2ccc1c(cccc1[N+](=O)[O-])c2,0.2,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0
AE-562/12222090,Cc1cc(cc(C)c1C(=O)OCC(CO)OC(=O)c2c(C)cc(cc2(C))[N+](=O)[O-])[N+](=O)[O-],0,0.2,0.2,0.1,0,0.1,0,0,0,0,0.1,0.1
AE-562/12222095,CC(=O)Nc2ccc1cccc(c1c2[N+](=O)[O-])[N+](=O)[O-],0.4,0.3,0,0.1,0,0.1,0,0.1,0.2,0.1,0.2,0
AE-562/12222097,CN(C)c1c(cc(c(c1[N+](=O)[O-])N(C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0.4,0.1,0,0.1,0,0,0.2,0.1,0.5,0.1,0.1,0
AE-562/12222098,CN(c1c(cc(c(N)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0.2,0,0,0,0,0.2,0.2,0.3,0.1,0.2,0.1,0.3
AE-562/12222103,CC(=O)Nc2c1ccccc1c(NC(C)=O)c(c2[N+](=O)[O-])[N+](=O)[O-],0.6,0.4,0.3,0.1,0.1,0.2,0,0.90000004,0.5,0.1,0.3,0.3
AE-562/12222108,C=CCc1ccc(O)cc1(NC(C)=O),0.1,0,0.1,0.3,0.3,0.1,0.2,0,0.1,0.2,0,0.2
AE-562/12222110,CCCOc1ccc(NC(C)=O)c(c1[N+](=O)[O-])[N+](=O)[O-],0.3,0.2,0.3,0.3,0.5,0.5,0.8,0.7,0.3,0.5,0.1,1
AE-562/12222112,CCCOc1ccc(N)c(c1[N+](=O)[O-])[N+](=O)[O-],0.1,0.3,0.1,0.2,0.1,0.7,0.5,0.4,0.2,0.8,0.3,0.5
AE-562/12222113,CCCCOc1cc(ccc1[N+](=O)[O-])NC(C)=O,0,0.5,0.2,0.4,0.1,0.3,0.2,0.1,0,0.6,0,0
AE-562/12222116,CCCOc1ccc(c(N)c1)[N+](=O)[O-],0,0.1,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.5,0.1,0.1
AE-562/12222118,CCOc1ccc(c(N)c1)[N+](=O)[O-],0,0.4,0.1,0.2,0.1,0.2,0,0,0.1,0.1,0,0
AE-562/12222120,CCOc1ccc(cc1(N))[N+](=O)[O-],0.1,0.2,0.4,0.2,0,0,0.1,0.3,0.1,0.1,0,0.1
AE-562/12222122,CCOc2cc(ccc2(NS(=O)(=O)c1ccc(C)cc1))[N+](=O)[O-],0.1,0.2,0,0.1,0.2,0.1,0.1,0,0,0.1,0,0.1
AE-562/12222124,CCCCCOc1ccc(cc1(N))[N+](=O)[O-],0.1,0,0.2,0.3,0.3,0,0.4,0.3,0.1,0.1,0.1,0.1
AE-562/12222128,COc1cc(cc(c1)[N+](=O)[O-])NS(=O)(=O)c2ccc(N)cc2,0,0,0.1,0.1,0.1,0.3,0.2,0.1,0,0.1,0.3,0
AE-562/12222129,CCOc1cc(ccc1N(C)S(=O)(=O)c2ccc(C)cc2)[N+](=O)[O-],0.1,0.2,0,0.2,0,0.5,0.2,0,0.4,0.2,0.1,0.2
AE-562/12222131,CCCOc1ccc(c(c1)NS(=O)(=O)c2ccc(cc2)NC(C)=O)[N+](=O)[O-],0.1,0,0.2,0.1,0.3,0.3,0.2,0.3,0,0,0.2,0.4
AE-562/12222132,COc1ccc(cc1[N+](=O)[O-])NC(C)=O,0.1,0.1,0,0,0.1,0,0,0,0.1,0.1,0.1,0.1
AE-562/12222134,CCOc1ccc(NC(C)=O)c(c1[N+](=O)[O-])[N+](=O)[O-],0.1,0.2,0,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0,0.1
AE-562/12222145,CCN(C(=O)c1ccccc1)c2ccc(cc2)[N+](=O)[O-],0.1,0.2,0,0.1,0,0.4,0.2,0.1,0.2,0.1,0,0.1
AE-562/12222146,CCOc1cccc(c1[N+](=O)[O-])[N+](=O)[O-],0,0.1,0.1,0.1,0,0,0.1,0.2,0.1,0.1,0.1,0.1
AE-562/12222149,CC(C)Oc1ccc(cc1(N))[N+](=O)[O-],0.1,0,0,0.3,0.2,0,0,0.6,0,0.1,0,0.1
AE-562/12222152,CC(=O)Nc1cccc(c1[N+](=O)[O-])G,0.2,0,0,0.1,0.1,0.3,0,0.2,0,0.1,0,0.2
AE-562/12222153,CC(=O)Nc1cc(cc(c1[N+](=O)[O-])G)G,0,0.3,0.1,0,0,0,0,0,0.1,0,0,0.1
AE-562/12222164,CC(=O)Nc2ccc(c1c2(cccc1[N+](=O)[O-]))[N+](=O)[O-],0.1,0,0,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0
AE-562/12222168,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2C(C)(C)C)[N+](=O)[O-],0,0,0,0.2,0.1,0.1,0.8,0,0.2,0,0.2,0.1
AE-562/12222169,CC(=O)Nc1cc2CCCc2(cc1[N+](=O)[O-]),0.1,0,0.2,0,0.2,0.1,0,0.1,0,0.1,0,0.1
AE-562/12222173,COc2cc(ccc2(Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]))C(O)=O,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1
AE-562/12222175,CC3(CCCC2(C)(C3(CCc1cc(c(O)c(c12)[N+](=O)[O-])[N+](=O)[O-])))(C(O)=O),0.1,0.1,0.4,0.2,0.3,0.6,0,0.2,0.5,0.1,0.6,0
AE-562/12222176,CC1(CCCC2(C)(c3cc(O)ccc3(CCC12)))(C(=O)[O-]),0.6,0.1,0.3,0.1,0.6,0.8,0.2,0.6,0.3,0.3,0.1,0.2
AE-562/12222177,CC3(CCCC2(C)(C3(CCc1cc(c(O)c(c12)[N+](=O)[O-])[N+](=O)[O-])))(C(=O)[O-]),0.1,0.1,0.1,0.2,0.1,0.8,0.4,0,0,0.1,0.4,0
AE-562/12222178,CC1(CCCC2(C)(c3cc(O)c(cc3(CCC12))[N+](=O)[O-]))(C(O)=O),0.6,0.3,0.5,0.6,1,0.4,0.5,0.3,0.5,0.5,0.3,0.3
AE-562/12222182,Oc1cc(c(c2cc(ccc12)S(O)(=O)=O)[N+](=O)[O-])[N+](=O)[O-],0,0.3,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0,0.2
AE-562/12222197,O=C3OOC(=O)C(c1ccccc1)C3(c2ccccc2),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.5,0
AE-562/12222201,CCOC(=O)C(Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(Cc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])C(=O)OCC,0,0,0.1,0,0,0,0,0,0.2,0,0,0.1
AE-562/12222205,O=C(CC(=O)c1ccccc1[N+](=O)[O-])c2ccccc2,0,0,0.2,0,0,0.1,0.1,0,0.2,0.1,0,0
AE-562/12222206,Cc1ccc(cc1[N+](=O)[O-])C(=O)c2ccccc2,0.3,0,0.1,0.1,0.1,0,0.2,0,0,0.1,0.2,0
AE-562/12222217,COC(=O)C=C(C)Oc1cc(ccc1(OC))[N+](=O)[O-],0,0,0,0.3,0.1,0.1,0,0.3,0.8,0.3,0.3,0.1
AE-562/12222226,Cc1cc(C)c(cc1(C(O)=O))[N+](=O)[O-],0,0,0,0,0,0,0,0.1,0,0.1,0,0.1
AE-562/12222227,Cc1cc(c(cc1(C#N))C(C)(C)C)[N+](=O)[O-],0.6,0.8,0.5,0.1,0.8,0.5,0.4,0.7,0.6,0.1,0.6,0.2
AE-562/12222228,Cc1cc(c(cc1(N))C(C)(C)C)[N+](=O)[O-],0.1,0.5,0.6,0.2,0.2,0.1,0.90000004,0.1,0.5,0.2,0.7,0.2
AE-562/12222230,CC(C)(C)c1cc(c(c(c1)R)[N+](=O)[O-])C(C)(C)C,0.2,0,0,0,0.2,0.1,0,0.2,0,0.1,0,0.1
AE-562/12222253,CCOC(=O)CC1(C)(Oc2ccc(cc2(O1))[N+](=O)[O-]),0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0,0.2,0
AE-562/12222254,CC1OC(C)Oc2cc(ccc2(O1))[N+](=O)[O-],0.1,0,0.1,0.2,0.1,0.7,0,0,0.2,0.1,0.2,0
AE-562/12222255,CC1(C)(Oc2ccc(cc2(O1))[N+](=O)[O-]),0,0.1,0,0.1,0.1,0,0.7,0.90000004,0.7,0.1,0.1,0.6
AE-562/12222259,CC1(C)(Oc2cc(N)c(cc2(O1))[N+](=O)[O-]),0.5,0.1,0.4,0.3,0.5,0.1,0.2,0.8,0.6,0.6,0.3,0.4
AE-562/12222262,O=[N+]([O-])c2ccc3OC1(CCCCC1)Oc3(c2),0,0,0.1,0.1,0,0,0.1,0,0.3,0.1,0,0.1
AE-562/12222263,CC1(C)(Oc2cc(c(cc2(O1))[N+](=O)[O-])[N+](=O)[O-]),0,0.1,0.2,0.1,0,0.1,0.1,0.1,0,0.1,0.2,0
AE-562/12222265,CC(=O)C1OC2C=C3CCC=CC3(=CC2(O1)),1,0.4,0.90000004,0.90000004,0.5,1,0.90000004,0.90000004,0.90000004,0.7,0.8,0.8
AE-562/12222277,CCOC(=O)CCC1(C)(Oc2ccc(cc2(O1))[N+](=O)[O-]),0.1,0.3,0,0.2,0.2,0.6,0.7,0.4,0.1,0.1,0,0
AE-562/12222302,C=CC5CN1CCC5(CC1C34(Nc2ccccc2C4(O)(CCO3))),0,0.2,0.3,0.1,0,0.1,0.1,0.5,0.1,0.3,0.2,0
AE-562/12222306,CC1=NN(C(=O)C1[N+](=O)[O-])c2ccccc2,0,0.1,0.2,0.1,0.2,0.6,0.3,0.2,0.3,0,0,0.2
AE-562/12222321,CSc1ccc(c(c1)SC)[N+](=O)[O-],0.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0
AE-562/12222323,CC(C)(C)c1cc(ccc1S(C)(=O)=O)[N+](=O)[O-],0.4,0,0,0.2,0.2,0,0.1,0.2,0.1,0.1,0.1,0.2
AE-562/12222324,CC(C)(C)c1cc(ccc1SC#N)[N+](=O)[O-],0.4,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0,0.1
AE-562/12222335,Cc1cc(cc(C)c1S(C)(=O)=O)[N+](=O)[O-],0.1,0.1,0,0.1,0,0.4,0.4,0.1,0,0.1,0,0.1
AE-562/12222341,CCOC(=O)C(CC(=O)c1ccc2ccccc2(c1))C(=O)CC,0.1,0.1,0.1,0.1,0.2,0,0,0.2,0.1,0.1,0.3,0
AE-562/12222352,O=[N+]([O-])c2ccccc2(COc1ccccc1),0.1,0,0.1,0.1,0,0.1,0.1,0,0,0.1,0.3,0
AE-562/12222354,O=[N+]([O-])c1ccc(cc1)C(c2ccccc2)c3ccccc3,0.1,0,0,0.1,0,0.1,0,0.1,0,0,0,0.1
AE-562/12222363,Cc1c(cc(N)c(c1R)[N+](=O)[O-])R,0.1,0.2,0,0.1,0.1,0.2,0,0.1,0,0.1,0.1,0.1
AE-562/12222364,CC(=O)Nc1c(C)cc(cc1R)[N+](=O)[O-],0.1,0,0.2,0.1,0,0,0,0.2,0,0,0.1,0
AE-562/12222371,COC(=O)c1cc(C(=O)OC)c(NC(C)=O)c(c1)[N+](=O)[O-],0.2,0.3,0.2,0,0.1,0,0.3,0.7,0.6,0.1,0,0.3
AE-562/12222372,COC(=O)c1ccc(NC(C)=O)c(c1)[N+](=O)[O-],0.5,0.1,0.5,0.1,0,0.3,0.3,0.2,0.6,0.2,0.3,0.4
AE-562/12222390,CC(=O)Nc1c(C)cc(c(c1(C))[N+](=O)[O-])C(C)(C)C,0,0,0.2,0.1,0.3,0.2,0.1,0.5,0.4,0.2,0.4,0.2
AE-562/12222405,CC(=O)Nc1ccc(C)c(C)c1[N+](=O)[O-],0.1,0,0.1,0.1,0.1,0.1,0,0.2,0,0.2,0.3,0.2
AE-562/12222408,CCCOc1ccc(cc1[N+](=O)[O-])NS(=O)(=O)c2ccc(N)cc2,0,0,0.1,0.2,0.2,0,0.1,0.2,0.1,0,0,0.1
AE-562/12222412,CCCOc1ccc(cc1[N+](=O)[O-])NCC(=O)OCC,0.1,0,0.1,0.7,0.6,0.4,0.4,0.2,0.1,0.5,0.1,0.4
AE-562/12222413,CCOc2c1ccccc1c(cc2[N+](=O)[O-])[N+](=O)[O-],0.1,0,0,0,0,0,0,0,0,0.1,0,0
AE-562/12222415,CCCOc1ccc(cc1(NCC(=O)OCC))[N+](=O)[O-],0.2,0,0,1,0.6,0.5,0.5,0.3,0.4,0.5,0.1,0.8
AE-562/12222416,CC(=O)Nc2ccc(c1c2(cccc1R))[N+](=O)[O-],0,0,0.1,0.1,0.2,0.1,0,0.1,0.3,0.1,0.1,0.1
AE-562/12222420,CC(=O)Nc2ccc1c(cccc1[N+](=O)[O-])c2,0.1,0,0.1,0.1,0.3,0.1,0.1,0.2,0,0.2,0.1,0
AE-562/12222421,CC(=O)Nc1ccc2cccc(c2(c1))[N+](=O)[O-],0,0,0,0.3,0.3,0,0,0.2,0,0.1,0,0.1
AE-562/12222432,O=[N+]([O-])c1ccc(cc1)NC2CCCC2,0.3,0.2,0.2,0,0.3,0.90000004,0.5,0.3,0.1,0,0.1,0.2
AE-562/12222435,Cc1cc(ccc1(NC(C)(C)C))[N+](=O)[O-],0,0.2,0.2,0.1,0.2,0.1,0.7,0.2,0.4,0.5,0,0.3
AE-562/12222436,CCCCN(C)c1ccc(cc1)[N+](=O)[O-],0,0,0,0,0,0,0,0.1,0,0,0,0
AE-562/12222452,CC(=O)Nc1c(ccc(N)c1[N+](=O)[O-])C(C)(C)C,0.3,0,0.2,0.1,0,0.4,0.1,0.3,0.4,0.1,0,0.2
AE-562/12222454,CC(=O)Nc1ccc(c(NC(C)=O)c1[N+](=O)[O-])C(C)(C)C,0.1,0.3,0.1,0.1,0.3,0.3,0,0.7,0.1,0.1,0.1,0.4
AE-562/12222458,CC(C)(C)c1ccc(c(N)c1)[N+](=O)[O-],0,0,0,0,0,0.1,0,0,0,0.1,0,0
AE-562/12222459,CC(=O)Nc1cc(NC(C)=O)c(cc1[N+](=O)[O-])C(C)(C)C,0.1,0,0.1,0,0.3,0.1,0.3,0.6,0.3,0.1,0.1,0
AE-562/12222461,CCOc1cccc(C)c1[N+](=O)[O-],0.4,0,0.4,0.1,0,0.4,0.4,0.4,0.2,0.1,0.1,0.3
AE-562/12222462,CC(C)(C)c1cc(c(N)cc1[N+](=O)[O-])[N+](=O)[O-],0.1,0,0,0,0,0,0.4,0.1,0,0.1,0,0
AE-562/12222463,CCCOc1cc(ccc1[N+](=O)[O-])C(=O)OCC,0,0.2,0.2,0.7,0.3,0.2,0,0.1,0.1,0,0.2,0.4
AE-562/12222467,CCOC(=O)c1cccc(OCC)c1[N+](=O)[O-],0,0.2,0,0.1,0,0.1,0.4,0,0.2,0,0,0.1
AE-562/12222468,OC(=O)c1cccc(c1)S(=O)(=O)[O-],0.5,0.1,0.6,0.2,0.8,0.5,0.7,0.7,0.3,0.3,0.5,0.5
AE-562/12222473,CC(=O)Nc1c(ccc(C)c1[N+](=O)[O-])[N+](=O)[O-],0.3,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1
AE-562/12222475,CC(=O)Nc1ccc(C)c(c1[N+](=O)[O-])[N+](=O)[O-],0.4,0.3,0,0.1,0.1,0.1,0.1,0.7,0.1,0.2,0,0.1
AE-562/12222477,Nc1cc(cc(c1[N+](=O)[O-])G)G,0,0.1,0,0.2,0,0,0,0,0.1,0.1,0.1,0.2
AE-562/12222479,CCCOc1ccc(cc1(NCC(O)=O))[N+](=O)[O-],0,0.2,0,0.2,0.2,0.2,0.7,0.1,0.2,0.1,0.7,0.1
AE-562/12222480,CC(=O)Nc1c(cc(C)cc1[N+](=O)[O-])[N+](=O)[O-],0.6,0.1,0,0.1,0.1,0.1,0,0.2,0,0.1,0.2,0.2
AE-562/12222481,CC(=O)Nc1c(cccc1R)[N+](=O)[O-],0,0,0.1,0,0.3,0.2,0.1,0.1,0.3,0,0,0.1
AE-562/12222485,CC(=O)N(C)c1ccc(cc1(C))[N+](=O)[O-],0.4,0,0,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.3,0
AE-562/12222486,CC(=O)N(C)c2ccc(c1ccccc12)[N+](=O)[O-],0.3,0.1,0,0,0,0.1,0.4,0,0.2,0.1,0,0.1
AE-562/12222494,CCCOc1ccc(cc1[N+](=O)[O-])C(=O)OCC,0.1,0,0.1,0.2,0.2,0.4,0,0.1,0.2,0.6,0,0.8
AE-562/12222504,CN2c3ccccc3(C(=O)C=1CC(C)(C)OC=12),0.4,0,0.6,0.4,0.8,0.3,0.5,0.3,0.7,0.90000004,0.6,0.90000004
AE-562/12222511,CC(C)(C)OC4CCC2(C)(C(=CCC1C3CCC(=O)C3(C)(CCC12))C4),0.8,0.90000004,0.90000004,0.90000004,0.7,1,1,1,0.90000004,0.8,0.8,1
AE-562/12222513,CC(C)(C)OC5CCC4(C)(C(=CCC1C4(CCC2(C)(C(CCC12)Oc3ccccc3)))C5),0.1,0.3,0.6,0.3,0.4,0.4,0.6,0.7,0.5,0.4,0,0.90000004
AE-562/12222523,C=C=CC=CC=COc1ccc(C=O)cc1(OC=C=CC=CC=C),0.1,0.3,0,0,0,0.5,0.2,0.2,0.1,0.1,0,0.2
AE-562/12222524,C=C=CC=CC=COc1ccc(C=C[N+](=O)[O-])cc1(OC),0.1,0,0.2,0.1,0.1,0,0.4,0.1,0.2,0.1,0,0.1
AE-562/12222525,C=C=CC=CC=COc1cc(C=O)ccc1(OC),0.4,0,0.1,0.1,0,0,0,0.1,0.6,0,0.2,0.1
AE-562/12222526,C=C=CC=CC=COc1ccc(C=O)cc1(OC=CC=CC=C=C),0.1,0.1,0,0.1,0,0.2,0.1,0.1,0,0.1,0,0.2
AE-562/12222527,C=C=CC=CC=COc1ccc(C=O)cc1(OC),0.1,0,0,0,0,0.2,0.2,0.1,0.1,0.2,0,0.2
AE-562/12222532,OC(=O)c1cccc(c1c2c(cccc2[N+](=O)[O-])C(O)=O)[N+](=O)[O-],0,0,0,0.2,0,0.2,0.2,0.2,0,0.1,0.4,0
AE-562/12222615,CC34(CCC2C(CCC1=CC(O)CCC12(C))C4(CCC3(=O))),0.7,0.3,0.90000004,0.5,1,0.8,0.90000004,0.90000004,0.8,1,1,0.7
AE-562/12222617,CCOC(=O)C(CCCO)C(=O)NNc1ccccc1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.3,0,0.2,0.1
AE-562/12222673,CCC(C#N)(C#N)C(Cc1cncn1(C))C(=O)OC,0.1,0.1,0,0.2,0.3,0.5,0.2,0.2,0.6,0.3,0.3,0.4
AE-562/12222688,N#CC2C(=O)NC(=O)C(C#N)C2(C1CCCCC1),0.8,0.5,0.6,0.8,0.6,1,0.5,0.90000004,0.8,0.7,1,0.90000004
AE-562/12222713,Cc1cc(cc(c1(N))C(C)(C)C)[N+](=O)[O-],0,0.4,0.6,0.2,0.4,0.1,0.7,0.2,0.1,0,0.4,0.3
AE-562/12222714,CC(C)(C)c1ccc(c(c1)C(C)(C)C)[N+](=O)[O-],0.1,0,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0
AE-562/12222718,CC(C)(C)c1ccc(cc1(N))[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0.1
AE-562/12222719,CN(C)c1ccc(cc1C(C)(C)C)[N+](=O)[O-],0.3,0.3,0,0.1,0.2,0.1,0.1,0.2,0.2,0,0.6,0.1
AE-562/12222721,CN(C)c1cc(ccc1C(C)(C)C)[N+](=O)[O-],0.4,0.3,0.2,0,0.6,0.1,0.1,0.1,0.7,0.2,0.3,0.5
AE-562/12222723,CC(=O)Nc1cc(ccc1C(C)(C)C)[N+](=O)[O-],0.1,0.3,0.1,0.1,0.5,0.5,0.2,0.3,0.1,0.2,0,0.2
AE-562/12222724,CC(=O)Nc1ccc(c(c1)C(C)(C)C)[N+](=O)[O-],0,0.2,0.5,0.8,0.3,0.3,0.90000004,0.1,0.7,0.3,0.7,0.2
AE-562/12222736,CC(C)(C)c1cc(c(cc1(N))[N+](=O)[O-])C(C)(C)C,0.1,0,0,0.2,0.2,0.1,0,0.1,0.2,0,0,0.3
AE-562/12222737,CC(=O)Nc1cc(c(cc1C(C)(C)C)C(C)(C)C)[N+](=O)[O-],0.90000004,0.8,1,0.3,0.8,0.5,0.7,0.6,0.8,0.3,0.90000004,0.7
AE-562/12222738,CC(C)(C)c1cc(c(N)c(c1)C(C)(C)C)[N+](=O)[O-],0.2,0.1,0,0.1,0.2,0.1,0,0.3,0,0.1,0.1,0.1
AE-562/12222739,CC(C)(C)c1ccc(c(c1(N))C(C)(C)C)[N+](=O)[O-],0.1,0,0,0,0.1,0,0,0.2,0,0.1,0.1,0
AE-562/12222747,CC(=O)Nc1cc(c(c(c1)C(C)(C)C)[N+](=O)[O-])C(C)(C)C,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.6,0.3,0.1,0.3,0.2
AE-562/12222748,CC(C)(C)c1cc(cc(c1(N))C(C)(C)C)[N+](=O)[O-],0.1,0,0,0.2,0,0,0,0.7,0,0.2,0,0.3
AE-562/12222750,Cc1c(C)c(c(C)c(C)c1[N+](=O)[O-])R,0.2,0.5,0,0.1,0,0.1,0,0,0.1,0.1,0.4,0.2
AE-562/12222769,CCCc1ccc(N)cc1[N+](=O)[O-],0,0,0,0.1,0.2,0.1,0,0.1,0,0.1,0,0.1
AE-562/12222770,Cc1cc(ccc1N(C)C)[N+](=O)[O-],0.2,0,0.1,0.1,0,0,0.2,0.4,0,0.1,0.3,0
AE-562/12222771,CN(C1CCCCC1)c2ccc(cc2)[N+](=O)[O-],0,0,0.1,0.1,0.3,0,0.1,0.1,0.1,0.2,0.1,0
AE-562/12222772,CN(c1cccc(c1)[N+](=O)[O-])C(C)(C)C,0.3,0,0.1,0.1,0.7,0.4,0,0.2,0.1,0.2,0.4,0.2
AE-562/12222776,Cc1cc(ccc1[N+](=O)[O-])N(C)C,0.2,0,0.1,0.1,0.1,0,0.2,0.4,0.2,0.1,0.1,0.1
AE-562/12222778,CCc1cc(ccc1(NC(C)=O))[N+](=O)[O-],0.1,0.5,0,0,0,0.3,0,0.1,0,0,0,0.1
AE-562/12222783,CC1CCCC(C1)OC(=O)c2cc(cc(c2)[N+](=O)[O-])[N+](=O)[O-],0.1,0,0.1,0.5,0.4,0.5,0.2,0.4,0.2,0.6,0.7,0.8
AE-562/12222790,OC(=O)CCCCCCc1ccc(cc1)[N+](=O)[O-],0.3,0.3,0,0.7,0.7,0.2,0.3,0.8,0.6,0.3,0.5,0.4
AE-562/12222794,CC(C)(C)c1cc(N)ccc1[N+](=O)[O-],0.1,0,0,0.3,0,0,0,0.1,0,0.2,0.1,0.1
AE-562/12222799,CC(C)(C)c1cc(ccc1(N))[N+](=O)[O-],0,0,0,0,0,0,0.1,0,0,0,0,0.1
AE-562/12222804,CC(=O)Nc1ccc(C)c(c1(C))[N+](=O)[O-],0.4,0.3,0,0.1,0.1,0.1,0.3,0.7,0.1,0.1,0.1,0.1
AE-562/12222807,CC(C)(C)c1cc(c(cc1[N+](=O)[O-])R)C(C)(C)C,0.1,0.2,0,0.2,0,0,0.1,0.1,0,0.1,0,0.1
AE-562/12222808,CC(C)(C)c1c(cc(C(O)=O)c(c1[N+](=O)[O-])[N+](=O)[O-])R,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0,0.2
AE-562/12222816,CCOC(=O)Cc1cc(c(N)c(c1)[N+](=O)[O-])[N+](=O)[O-],0,0.1,0,0.5,0,0,0,0.1,0,0.1,0,0.1
AE-562/12222817,CCOC(=O)C#Cc1ccc(cc1)[N+](=O)[O-],0,0,0,0,0,0.3,0,0,0,0,0,0
AE-562/12222820,CC(C)(C)c1c(N)cccc1[N+](=O)[O-],0.2,0,0,0.4,0.2,0,0,0.5,0,0,0.1,0.2
AE-562/12222826,Cc1cc(cc(c1(O))C(C)(C)C)[N+](=O)[O-],0,0.4,0.6,0.2,0.4,0.1,0.7,0.2,0.1,0,0.4,0.3
AE-562/12222827,CC(C)(C)c1cc(O)c(c(c1)C(C)(C)C)[N+](=O)[O-],0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1
AE-562/12222830,COC(=O)c1cc(cc(c1)S(=O)(=O)[O-])[N+](=O)[O-],0.4,0.2,0.3,0,0,0,0,0.1,0.6,0.1,0,0
AE-562/12222833,CCOC(=O)c1cc(N)cc(c1)[N+](=O)[O-],0,0.2,0,0.3,0.1,0,0.2,0,0,0,0,0.2
AE-562/12222839,O=[N+]([O-])c1cccc(c1)NCCNc2cccc(c2)[N+](=O)[O-],0.1,0.1,0,0.2,0.1,0,0.2,0.1,0,0,0.2,0.1
AE-562/12222843,O=[N+]([O-])c1ccc(cc1)NCCNc2ccccc2,0,0,0,0.1,0,0,0.1,0.1,0.1,0.3,0.3,0
AE-562/12222844,CC(C)(C)C1CN(C=O)C(CN1(C=O))C(C)(C)C,0.3,0.8,0.4,0.8,0.5,0.7,0.7,0.7,0.2,0.4,0.4,0.7
AE-562/12222859,CC(=O)N1CCN(CC1)c2ccccc2[N+](=O)[O-],0.1,0,0.3,0,0.1,0.1,0,0,0.2,0,0.1,0
AE-562/12222866,Cc2cc(c(c1c2(CC1(C)(C)))[N+](=O)[O-])C(C)(C)C,0.1,0.2,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1
AE-562/12222871,Cc1c(cc(N)cc1R)[N+](=O)[O-],0.1,0,0.1,0.1,0,0.2,0.3,0.1,0.1,0,0,0.1
AE-562/12222877,Cc1cc(cc(C)c1[N+](=O)[O-])OCC(O)=O,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.2,0,0,0
AE-562/12222879,Cc1c(C)c(ccc1(C(O)=O))[N+](=O)[O-],0.1,0.2,0,0,0,0.1,0.2,0.3,0,0,0.1,0.1
AE-562/12222883,Cc1cc(cc(C)c1[N+](=O)[O-])C3(C)(Cc2c(C)c(c(C)cc2C3(C)(C))[N+](=O)[O-]),0.1,0.2,0,0.1,0.1,0,0.2,0.2,0,0,0,0.2
AE-562/12222896,OC(=O)c1cc(C(O)=O)c(cc1[N+](=O)[O-])G,0.3,0.2,0.1,0.1,0.2,0.5,0.4,0.8,0.3,0.1,0.2,0.7
