IDNUMBER,SMILES,predicts-2315,predicts-5444,predicts-5010,predicts-1936,predicts-4621,predicts-3199,predicts-9572,predicts-8469,predicts-6294,predicts-3483,predicts-5030,predicts-6894
AE-406/41057085,CC(C)C2=CC(O)=C(C(C)=O)C(=O)N2(c1ccccc1),0.1,0.2,0,0.2,0.2,0.1,0.5,0.2,0,0,0.1,0.1
AE-406/41057086,COC(=O)C2=C(O)C=C(N(c1ccccc1)C2(=O))C(C)(C)C,0.3,0,0.1,0,0.1,0.1,0.1,0.2,0,0.1,0,0.1
AE-406/41057094,C=CCON=C(C)C3=C(O)C=C(c1ccccc1)N(c2ccccc2)C3(=O),0.2,0,0.1,0.2,0,0.2,0.1,0.1,0,0.1,0.3,0
AE-406/41057095,CC(C)(C)C2=CC(O)=CC(=O)N2(c1ccccc1),0.4,0.2,0.6,0.8,0,0.5,0.1,0.3,0.1,0.6,0.8,0.5
AE-406/41057096,CC1=C(O)C=C3N(C1(=O))c2ccccc2C3(C)(C),0,0,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0,0.1
AE-406/41057109,CC1(C)(CC(O)C(C(=O)C1)Sc2ccc(cc2)[N+](=O)[O-]),0.1,0.5,0.5,0.1,0.1,0.5,0.2,0.2,0.2,0.2,0.1,0.2
AE-406/41057126,CC1=C(CCO)C(=O)Oc2cc(O)ccc12,0.1,0,0,0.1,0.2,0.3,0.1,0.5,0.2,0.1,0,0
AE-406/41057130,CCC=1C(=O)NC=2CC(C)(C)CC(=O)C=2(C=1(O)),0.90000004,0.6,0.90000004,0.7,0.6,0.8,0.7,0.5,0.8,0.7,0.8,0.4
AE-406/41057132,COc1ccc2C(=CC(=O)N(C)c2(c1))OC,0,0.5,0.6,0.7,0.1,0.3,0.5,0.4,0.6,0.6,1,0.6
AE-406/41057143,CCCCC1=C(O)N=C3N(C1(=O))c2ccc(cc2S3)OC,0,0,0.1,0,0,0.1,0.1,0.2,0,0,0,0.2
AE-406/41057145,[N-]=[N+]=C1C(=O)Nc2ccc(F)cc2(C1(=O)),0.1,0,0,0,0.2,0.1,0.2,0.4,0.1,0,0.4,0.1
AE-406/41057153,C=CCON=C(C)C3=C(O)C(C)=C(c1ccccc1)N(c2ccccc2)C3(=O),0.1,0,0.1,0.1,0.3,0.1,0.1,0,0,0.1,0.2,0.2
AE-406/41057157,CC1=CC(=O)OC=2c4cccc3CCCN(C(=O)C1=2)c34,0.3,0.2,0.4,0.2,0,0.6,0.2,0.6,0.8,0.1,0.3,0.6
AE-406/41057182,CCCCOC=1C=CC=3N(N=1)C([O-])=C(CCCC)C(=O)[N+]=3(c2ccccc2),0,0.2,0.1,0.2,0.5,0.2,0.3,0.2,0.90000004,0.1,0.4,0.5
AE-406/41057189,CCCCC=2C(=O)[N+](c1ccccn1)=C3C=CC=NC3(C=2([O-])),0.5,0.7,0.90000004,0.90000004,0.2,0.7,0.4,0.4,0.6,0.7,0.5,0.4
AE-406/41057206,CCC=3C(=O)N1N=C(C=CC1=[N+](c2ccccc2)C=3([O-]))c4ccccc4,0,0,0.2,0.2,0,0.1,0.1,0.1,0.1,0,0,0
AE-406/41057208,CCC=2C(=O)N1N=C(C=CC1=[N+](C=2([O-]))c3ccc(F)cc3)c4ccccc4,0,0,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3
AE-411/41415458,CCOC(=O)C(C#N)=CC1=CC=CNC1=S,0,0.1,0.2,0.2,0.2,0,0.1,0.4,0,0.3,0.3,0.4
AE-411/41415477,CCOC(=O)C(C#N)=CC1=CC=CN(C1=S)C(C)(C)C,0.4,0.1,0.3,0.6,0.6,0.6,0.1,0.2,0.2,0.7,0.5,0.4
AE-411/41415503,Cc1ccc(cc1)C(=O)C4=C(C=C(c2ccc(C)cc2)N(c3ccc(cc3)G)C4=S)SC,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,0
AE-411/41415520,O=C(c1ccccc1)C6=C(c2ccccc2)C(Cc3ccccc3)=C(c4ccccc4)N(c5ccccc5)C6=S,0,0,0,0.1,0,0.1,0,0,0,0,0,0
AE-411/41415528,C=CCN2C=CC=C(C=CC(=O)c1ccc(cc1)C(C)(C)C)C2=S,0.3,0.1,0.3,0.1,0.4,0.3,0.2,0.6,0.5,0.1,0.1,0.1
AE-411/41415530,CCOC(=O)C1=CC(C)=C(C#N)C(N1)=S,0.1,0.2,0.3,0.7,0.8,0.5,0.8,0.5,0.4,0.90000004,0.4,0.7
AE-411/41415552,COc1ccc(cc1)N2C(CC(=O)C(C(=O)OC)=C2SC)c3ccccc3,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.5,0.1
AE-411/41415560,CC(=O)C2=C(C=C(C)N(c1ccc(cc1)G)C2=S)SCc3ccccc3,0,0,0.2,0.2,0.2,0.5,0,0.1,0.6,0.3,0.5,0.3
AE-411/41415565,COc1ccc(cc1)N2C(C)=CC(=C(C(C)=O)C2=S)SC,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0
AE-411/41415568,CC(=O)C2=C(C=C(C)N(c1ccccc1)C2=S)SC,0,0,0.3,0.2,0.1,0.2,0,0.1,0,0.1,0.2,0.4
AE-411/41415572,COc1ccccc1N2C(C)=CC(=C(C(C)=O)C2=S)SC,0.90000004,0.6,1,0.8,0.8,0.4,0.3,0.90000004,0.5,0.3,0.4,0.5
AE-411/41415576,CC(=O)C2=C(C=C(C)N(c1ccccc1(C))C2=S)SC,0.2,0.1,0.1,0.2,0.4,0.2,0,0.6,0.4,0.4,0.1,0.2
AE-411/41415581,CC(=O)C2=C(C=C(C)N(c1ccc(cc1)G)C2=S)SC,0,0,0.1,0.2,0.5,0.3,0,0.3,0.2,0.8,0.3,0.2
AE-411/41415583,c1ccc(cc1)NN=CC3=CC=CN(c2ccccc2)C3=S,0,0.2,0.1,0.2,0.2,0.7,0.5,0.1,0.1,0.1,0.6,0
AE-411/41415588,O=C(C=CC2=CC=CN(c1ccccc1)C2(=O))c3ccccc3,0,0.1,0.2,0,0.1,0.1,0.1,0.1,0,0.1,0,0
AE-411/41415590,CC(C)(C)N2C=CC=C(C=C1C(=O)OC(C)(C)OC1(=O))C2=S,0.5,0.6,0.90000004,0.5,0.7,0.7,0.8,1,0.6,0.8,1,1
AE-411/41415596,O=C3OC(=NC3(=CC2=CC=CN(c1ccccc1)C2=S))c4ccccc4,0,0,0.2,0,0,0.1,0.1,0,0,0,0,0
AE-411/41415605,O=C(C=CC2=CC=CN(C1CCCCC1)C2=S)c3ccc(cc3)G,0,0.1,0.2,0.1,0.1,0,0,0.2,0.1,0.4,0.2,0.3
AE-411/41415613,OC(=O)C=CC2=CC=CN(c1ccccc1)C2=S,0.2,0.1,0,0.1,0,0.6,0.1,0.1,0.4,0,0.2,0.1
AE-411/41415615,CC(=CC1=CC=CN(C1=S)C(C)(C)C)C(O)=O,0.4,0.5,0.8,0.90000004,0.4,0.5,0.7,0.8,0.90000004,0.4,0.1,1
AE-411/41415619,O=CC1=CC=CNC1=S,0.90000004,0.5,1,1,0.8,0.4,0.8,0.90000004,0.90000004,1,1,0.7
AE-411/41415625,C=CCN1C=CC=C(C=O)C1=S,0,0.4,0,0.3,0,0.3,0.1,0,0.1,0.1,0.1,0.2
AE-411/41415631,CC(=O)C2=C(C)C=C(C)N(c1ccc(cc1)G)C2=S,0.1,0.2,0.5,0.7,0.7,0.3,0.6,0.2,0.6,0.3,0.4,0.6
AE-411/41415635,CC(c1ccccc1)N2C=CC=C(C=O)C2=S,0.1,0,0.1,0.90000004,0.1,0.1,0,0.6,0.2,0.7,0.2,0.7
AE-411/41415636,CCC(C)N1C=CC=C(C=O)C1=S,1,0.5,0.8,1,1,0.7,0.8,0.6,0.8,0.8,0.5,0.90000004
AE-411/41415643,O=CC2=CC=CN(c1ccc(cc1)[N+](=O)[O-])C2=S,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.2
AE-413/20387030,COC1=COC(CO)=CC1(=O),1,1,0.8,0.7,0.8,0.90000004,1,1,1,1,0.90000004,0.90000004
AE-420/30070015,O=[N+]([O-])c1cnn(c1)S(=O)(=O)c2ccccc2,0.3,0,0,0.2,0,0.1,0,0.1,0.2,0.1,0,0.4
AE-420/30070059,O=CC(C=O)c1ccnnc1,0.7,0.2,0.1,0.5,0.1,0.1,0.3,0.2,0.5,0.1,0.5,0.3
AE-420/30083064,O=C(Cn1cnc(c1[N+](=O)[O-])[N+](=O)[O-])c2ccc(cc2G)G,0,0,0,0.1,0,0,0,0,0,0,0,0
AE-473/12326003,O=C1C=C(O)C=2C(=O)N4CCc3cccc(C=2(O1))c34,0,0.1,0.1,0.1,0.4,0.1,0,0,0,0.4,0.2,0.2
AE-473/30079012,CC(=O)N4C=C(C(=C)C1=CN(C(C)=O)c2ccccc12)c3ccccc34,0.1,0,0,0,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0
AE-473/30079030,CCOC(=O)C1CC(C(=O)OCC)=C(O)C1(=O),0.1,0.2,0,0.2,0,0.5,0.1,0.3,0.6,0.6,0.6,0
AE-473/30080002,O=[N+]([O-])c1ccc(cc1)N2CCCC2,0,0.2,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1
AE-473/30080004,CC(=O)c2ccccc2(NC(=Cc1ccccc1[N+](=O)[O-])C(O)=O),0,0.2,0,0.2,0.1,0.1,0,0.2,0,0.1,0,0.1
AE-473/30080012,O=C(N1CCN(CC1)c2ccccc2[N+](=O)[O-])C(F)(F)F,0.1,0.2,0.3,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0.2,0.1
AE-473/30080042,Cc2ccc(cc2(N=C1CCCN1(C)))[N+](=O)[O-],0,0,0,0.2,0.2,0.1,0,0.1,0.3,0.5,0,0.2
AE-473/30088014,N#CC1C(=O)NC(=O)C2CCCCC12,0.4,0.4,0.90000004,0.90000004,0.6,0.7,0.3,0.5,0.8,0.8,0.2,0.90000004
AE-473/30224021,Oc1nc3ccccc3(c(O)c1c2ccccc2[N+](=O)[O-]),0,0.1,0.3,0.2,0,0.1,0.1,0.1,0.1,0,0.1,0.1
AE-473/30501014,CCOC(=O)C(=O)Nc1ccccc1(C#N),0.1,0.3,0,0.1,0.1,0.1,0,0.1,0.1,0,0,0
AE-473/30501034,CCOC(=O)C(Nc1cccc(c1)NC(C(=O)OCC)C(=O)OCC)C(=O)OCC,0,0.2,0,0.2,0.2,0.7,0.1,0.2,0.3,0.1,0.3,0.1
AE-473/30515062,c1ccc(cc1)c2cc3C=CC=Cn3(c2),0,0,0,0,0,0.1,0,0,0.1,0.1,0,0
AE-473/30516019,CCOC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)c2ccccc2,0.1,0.3,0.2,0.1,0.2,0.3,0,0.1,0.2,0.2,0.7,0.1
AE-473/30516033,COC(=O)C(=C(N)c1ccccc1)C(=O)OC,0.2,0,0.1,0.5,0,0,0.1,0.6,0.4,0.1,0.1,0.1
AE-473/30516056,O=C3C=C(Oc1ccccc1)C(=O)C=C3(Oc2ccccc2),0,0.2,0,0.1,0.3,0,0.1,0.1,0.1,0.1,0.4,0.1
AE-473/30516060,CC1=CC(=O)C(=CC1(=O))C(C)(C)C,0.6,0.3,1,0.90000004,0.90000004,1,0.90000004,0.6,1,0.90000004,0.8,0.6
AE-473/30684054,OC(=O)c1cc2C=CC=Cn2(c1),0.6,0.8,0.7,0.6,1,0.7,0.5,1,0.8,0.8,0.90000004,0.8
AE-473/30685011,Cc3ccccc3(C=C1N=C(OC1(=O))c2ccccc2),0,0,0.1,0.2,0,0.4,0,0,0,0,0.4,0
AE-473/30685016,N#CC=2CN(Cc1ccccc1)C(=O)C=2([O-]),0,0.1,0.1,0.1,0.4,0.1,0.3,0,0.3,0.1,0.2,0
AE-473/31199002,O=C1c4ccccc4(N=C2C(CCN12)=Cc3ccccc3[N+](=O)[O-]),0,0.1,0.1,0,0.1,0.1,0,0.2,0,0.1,0,0
AE-473/31199035,C=CCN(C(C)=O)c1ccc(cc1)[N+](=O)[O-],0,0,0.1,0,0,0,0.1,0.2,0.2,0.3,0,0.1
AE-473/31468009,CC(C)C(=O)c1cc(C)c(c(c1(C))[N+](=O)[O-])[N+](=O)[O-],0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1
AE-473/31468044,N#CC1=CC=C(NC1(=O))c2cccs2,0.1,0.1,0.7,0.2,0.1,0.2,0,0.4,0.5,0,0.3,0.5
AE-473/33977012,CCOP(=O)(OCC)C1NC(=O)NC1(=O),0.7,0.8,0.7,0.5,0.3,0.90000004,0.2,0.8,0.3,0.6,0,0.90000004
AE-477/13519008,[N-]=[N+]=CC(=O)CCN1C(=O)c2ccccc2(C1(=O)),0.3,0.6,0.1,0.5,0,0.90000004,0.3,0.1,0.1,0.3,0,0.3
AE-477/13519027,CCOC(=O)C(=[N+]=[N-])C(=O)CN1C(=O)c2ccccc2(C1(=O)),0.2,0,0.1,0,0.1,0.3,0.1,0.1,0.3,0.2,0.2,0.5
AE-477/13519131,CCOC(=O)C3C(C(=O)OCC)C23(C=Cc1ccccc12),0.1,0,0,0,0.2,0.1,0,0.4,0.4,0.3,0.3,0
AE-477/13519144,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])[S+]([O-])C=C=Cc2ccccc2,0.1,0.1,0,0.2,0.1,0.1,0,0.1,0,0,0.1,0.1
AE-477/13519150,OCC#CCOc1ccccc1[N+](=O)[O-],0,0.1,0.2,0.1,0,0,0,0.1,0.2,0.1,0.1,0.2
AE-477/13519314,O=[N+]([O-])C4=CC3c1ccccc1C4(c2ccccc23),0.1,0,0.1,0.1,0,0,0.2,0,0,0.3,0,0
AE-477/13519513,O=CC=2CCCCC=2(C[S+]([O-])c1ccccc1),0,0.2,0,0,0.2,0.1,0,0.1,0.3,0.2,0,0.2
AE-477/13519533,CC(C)(N=[N+]=[N-])C2c3ccccc3(OCC1=CNNN12),0.1,0,0.4,0.3,0.3,0.6,0.2,0.1,0.1,0.4,0.4,0.4
AE-477/25037003,CC1C=CC2C(C(O)=O)C12,0.4,0.5,0.6,0.8,0.6,0.90000004,0.8,0.90000004,0.8,0.7,0.6,0.6
AE-477/25037013,O=C([O-])c1ccccc1G,0.1,0.1,0.4,0.2,0.1,0.2,0,0,0.3,0.1,0.1,0
AE-477/25037027,OC(=O)C1CS(=O)(=O)C1,1,1,1,0.90000004,0.90000004,0.90000004,1,0.90000004,0.90000004,1,0.7,0.90000004
AE-477/40437160,N#CC=Cc1ccccc1c2ccccc2(C=CC#N),0.1,0,0.1,0.2,0.3,0.1,0,0.5,0.3,0.1,0.1,0.90000004
AE-477/40437165,N#[N+][C-]2C(=O)NN=C2(c1ccccc1),0,0.3,0.1,0,0.1,0.3,0.7,0.1,0.5,0.1,0.4,0.1
AE-477/40437175,CCOC(=O)C(=[N+]=[N-])C(=O)C[N+]12(CCN(CC1)CC2),0.1,0.4,0.5,0.5,0.2,1,0.90000004,0.2,0.2,0.6,0.7,0.6
AE-484/32866010,CC(=O)OC1C(=O)C3=C(CC1(C)(C))CC2(C)(CC(C)(C)CC3(C2)(C(O)=O)),0.1,0.3,0.4,0.5,0.1,0.7,0.1,0.8,0.5,0.4,0.7,0.4
AE-484/32866015,CC3(C)(CC=2CC1(C)(CC(C)(C)CC(O)(C1)C=2C(C3)NC(=O)c4ccc(cc4)[N+](=O)[O-])),0.4,0.4,0,0.2,0.5,0.4,0.1,0.7,0.3,0.3,0.7,0.1
AE-484/32866048,COC(=O)C1=C3C(CC1(C)(C))=CC2(C)(CC(C)(C)CC3(C2)(C(=O)OC)),0.4,1,0.90000004,1,0.8,0.90000004,0.8,0.8,0.7,1,1,0.7
AE-484/32867001,O=C(OC3=NSC(=Nc1ccccc1)N3(C(=O)c2ccccc2))c4ccccc4,0,0.1,0.1,0.1,0,0.1,0,0.2,0,0,0,0
AE-484/32867007,COC2=NSC(=Nc1ccccc1)N2(C(C)=O),0.2,0.3,0.2,0.2,0.2,0.4,0.1,0.6,0.6,0.1,0.4,0.4
AE-484/32877002,CC1(C)(CC(=O)C4=C(C1)CC2(C)(CC(C)(C)CC4(C2)(OC(=O)c3cc(cc(c3)[N+](=O)[O-])[N+](=O)[O-]))),0.5,0.3,0.3,0.3,0.4,0.7,0.5,0.6,0.4,0.5,0.4,0.3
AE-484/32877035,CC1(C)(CC(=O)C4=C(C1)CC2(C)(CC(C)(C)CC4(C2)(Nc3ccc(cc3)[N+](=O)[O-]))),0.1,0.1,0.1,0.2,0.1,0.2,0.5,0.1,0.4,0.3,0.2,0.5
AE-484/32877054,CC1(C)(CC(=O)C45(OC5(C1)(CC2(C)(CC(C)(C)CC4(C2)(OC(=O)c3cc(cc(c3)[N+](=O)[O-])[N+](=O)[O-]))))),0.4,0.7,0.2,0.7,0.2,0.5,0.3,0.2,0.1,0.1,0.4,0.3
AE-484/32878010,COC(=O)C34(CC(C)(C)CC(C)(CC=2CC(C)(C)C(=NNc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C(=O)C=23)C4),0.6,0.4,0.2,0.3,0.3,0.2,0.8,0.2,0.2,0.1,0.3,0.1
AE-484/32878015,CC1(C)(CC(=O)C4=C(C1)C(C2(C)(CC(C)(C)CC4(C2)(OC(=O)c3cc(cc(c3)[N+](=O)[O-])[N+](=O)[O-])))R),0.3,0.2,0.3,0.7,0.2,0,0.6,0.3,0.1,0.1,0,0.4
AE-484/32878039,CC4(C)(CC5(C)(C=C2CC(C)(C)C(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])=C2C(COC(=O)c3cc(cc(c3)[N+](=O)[O-])[N+](=O)[O-])(C4)C5)),0.1,0.3,0,0.2,0.1,0.1,0,0.3,0.3,0.1,0.5,0.4
AE-484/32879046,CCOC(=O)Nc1nnc(S)s1,0.7,0,0.5,0,0.5,0.3,0.1,0.2,0.3,0.3,0.3,0.7
AE-484/32881040,Cc1ccc(cc1)NC(=O)NC(=N)N[N+](=O)[O-],0,0.1,0.3,0.4,0.2,0.2,0.3,0.1,0.2,0.1,0.4,0.1
AE-484/32881052,CC(C)=NNC(NN=C(C)C)=NC(=O)Nc1ccc(C)cc1,0.2,0.1,0.5,0.8,0.2,0,0.1,0.3,0.1,0.2,0.1,0.4
AE-484/32882013,O=C(NNC(Nc1ccccc1)=S)NNC(Nc2ccccc2)=S,0.1,0.1,0.2,0.1,0.1,0.1,0,0.1,0,0.1,0.4,0
AE-484/32882018,O=C(NNC(NC(=O)c1ccccc1)=S)NNC(NC(=O)c2ccccc2)=S,0,0.2,0.4,0.2,0.3,0.2,0.2,0.1,0.4,0.3,0.5,0.1
AE-484/32882033,O=C(NC(NNC(NN=Cc1ccccc1)=S)=S)c2ccccc2,0.1,0,0.1,0.3,0.1,0.1,0,0.2,0,0.1,0.2,0.1
AE-484/37387001,CC(C)C(=O)OC1C(O)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1(OC(=O)C(C)C),1,0.90000004,1,0.90000004,0.8,0.7,0.8,0.7,0.6,0.90000004,1,1
AE-484/37387006,CCC(=O)OC1C(OC(=O)CC)C(OC(=O)CC)C(OC(=O)CC)C(OC(=O)CC)C1(OC(=O)CC),0.90000004,0.90000004,0.8,0.5,0.8,0.8,1,0.5,0.4,0.7,0.3,0.8
AE-484/37387009,CC(C)CC(=O)OC1C(O)C(OC(=O)CC(C)C)C(OC(=O)CC(C)C)C(OC(=O)CC(C)C)C1(OC(=O)CC(C)C),0.90000004,0.8,0.90000004,0.90000004,0.6,0.90000004,0.2,0.7,0.90000004,0.3,0.4,0.6
AE-484/37387013,CC(C)CC(=O)OC1C(OC(C)=O)C(OC(=O)CC(C)C)C(OC(=O)CC(C)C)C(OC(=O)CC(C)C)C1(OC(=O)CC(C)C),0.6,0.7,0.90000004,1,0.8,0.8,0.2,0.6,1,0.4,0.6,0.3
AE-508/11663692,CC(=O)Nc1cc(ccc1(F))[N+](=O)[O-],0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0.2
AE-508/21132035,C=CC5CN4CCC5(CC4(C(OC(=O)c1ccccc1)c3ccnc2ccccc23)),0.1,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0
AE-508/36396002,CC1=C2C(=C(C)N1(C(=O)OC(C)(C)C))SCS2,1,1,1,1,0.5,0.90000004,0.5,0.7,0.8,1,0.7,0.90000004
AE-508/36396004,O=C6c5cccc4C=CC3C2C1CCC(C1)C2SC(=C3c45)S6,0.5,0.3,0.4,0.6,0.6,0.3,0.3,0.2,0.4,0.8,0.3,0.90000004
AE-508/36396009,COC(=O)C1=C(SC)SC(=S)S1,0.7,0.6,0.1,0,0.2,0.1,0.3,0.2,0.1,0.2,0.4,0.8
AE-508/36396013,COC(=O)CSC1=C(SCC(=O)OC)SC(=S)S1,0.7,0.6,0.6,0.4,0.4,0,0.2,0.6,0.6,0.2,0.3,0.8
AE-508/36396029,COC(=O)C=1c3cccc2cccc(C=1(C(=O)OC))c23,0,0.1,0.1,0,0.1,0.1,0,0.3,0.1,0.2,0.2,0.2
AE-508/36396034,CSC1=C(SC)SC(=S)S1,0.1,0,0,0.1,0.2,0.1,0.2,0.2,0.1,0.90000004,0,0.2
AE-508/36398064,O=C2NCCc1cc3OCOc3(cc12),0,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0
AE-508/36399021,CC1COC(N1)=C2C=CC(C=C2)=C(C#N)C#N,1,0.5,0.7,0.5,0.7,0.7,0.90000004,1,0.4,0.90000004,0.4,0.8
AE-508/36399029,CCOC(=O)C1=CC=C(C=O)N1(C(=O)OC(C)(C)C),0.3,0.7,0.8,0.7,0.7,0.7,0.5,0.7,0.7,0.1,0.4,0.1
AE-508/36400044,COc2cc3CCNC(Cc1ccc(cc1)[N+](=O)[O-])c3(cc2(OC)),0,0,0.1,0,0,0,0,0.2,0,0,0,0
AE-508/36401009,COC(=O)C3=C(C(=O)OC)SC(=C1CCC(C=C1)=C2SC(C(=O)OC)=C(C(=O)OC)S2)S3,0.90000004,0.1,0.4,0.6,0.7,0.4,0.4,0.5,0.3,0.3,0.2,0.6
AE-508/36402053,O=[N+]([O-])C6C(c1ccccc1)C4(OC6(c2ccccc2)(c3cc5ccccc5(cc34)))(c7ccccc7),0,0,0,0,0,0,0,0,0.1,0.1,0,0
AE-508/40248460,COC(=O)C=1C=CC(=O)OC=1,0.6,0.6,0.5,0.4,0.2,0.6,0,0.6,0.5,0.4,0.8,1
AE-508/40407618,COC(=O)C1CSCN1,0.8,0.8,0.4,0.1,0.2,0.1,0.2,0.4,0.7,0.4,0.7,0.7
AE-508/40879362,O=C1OC(=O)c2cc(ccc12)[N+](=O)[O-],0,0,0,0.1,0,0.1,0,0,0,0.1,0,0
AE-508/43280873,O=C(O)c1ccc(c(c1)C(=O)O)[N+](=O)[O-],0.1,0.1,0.4,0.1,0.2,0.3,0.2,0.1,0,0,0,0
AE-508/43280921,Cc1ccc(O)cc1[N+](=O)[O-],0,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0
AE-508/43282366,COc1ccc(c(C=O)c1)[N+](=O)[O-],0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0
AE-534/30057016,O=C1C(=CC2C1C4C=CC2(C34(OCCO3))R)R,0.3,0.3,0.5,0.90000004,0.6,0.8,0.90000004,0.3,0.90000004,0.7,0.2,0.7
AE-534/30057029,O=[N+]([O-])C=Cc2cc1cc3OCOc3(cc1s2),0.2,0.1,0,0.2,0.1,0.1,0.5,0.1,0.3,0.2,0.4,0.2
AE-534/30057032,O=C1C=CC2C4C=CC(C12)C34(OCCO3),0.7,0.3,0.5,1,0.90000004,0.7,0.2,0.3,0.8,0.6,0.6,0.90000004
AE-534/30057033,O=C2C3C1C=CC(C1(=O))(C3(C=C2R))R,0.90000004,0.90000004,0.5,0.8,0.8,0.5,0.90000004,0.4,0.8,0.90000004,0.7,0.90000004
AE-534/30057046,CSC=1NC=C(C(=O)N=1)R,0.2,0,0,0.2,0.1,0,0.1,0,0,0,0,0.2
AE-534/30091004,CSC(=NC#N)SCc1ccc(cc1)[N+](=O)[O-],0.3,0,0,0,0,0.2,0.1,0.4,0.3,0.2,0.1,0
AE-534/30091025,COc2ccccc2(C=C1C(=O)NC(=S)S1),0.5,0.1,0.1,0.1,0.1,0,0.2,0.1,0.3,0.5,0.2,0.5
AE-534/30091045,CCCCCOc2ccc(C#CC#Cc1ccc(cc1)OCC)cc2,0,0.1,0.2,0.1,0,0.7,0,0.1,0.1,0.2,0,0
AE-562/03673013,CC(=O)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0.1,0.2,0.2,0.1,0.1,0.3,0.3,0.1,0.1,0.2,0,0.1
AE-562/05002029,CC(=O)Nc1cc(cc(c1(O))[N+](=O)[O-])[N+](=O)[O-],0.1,0.3,0.1,0.1,0,0.2,0,0,0,0,0,0.1
AE-562/07151040,OC(=O)CNc1ccc(cc1)[N+](=O)[O-],0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.2
AE-562/10279018,CC(C)c1ccc(N)c(c1)[N+](=O)[O-],0,0,0.1,0,0,0.1,0,0,0,0.1,0,0
AE-562/10526024,O=[N+]([O-])c1ccc(cc1)NC2CCCCC2,0.6,0,0.2,0,0.5,0.90000004,0.7,0.5,0.4,0.3,0.3,0.1
AE-562/11610120,CCOc1c(cc(cc1[N+](=O)[O-])C(O)=O)[N+](=O)[O-],0.1,0.1,0.1,0.1,0,0,0.2,0,0.1,0.1,0.2,0.1
AE-562/11627180,CC(=O)Nc1cccc(c1(C))[N+](=O)[O-],0,0.1,0,0.1,0,0.1,0.2,0.1,0,0.1,0,0.2
AE-562/11817322,CN(C)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0.1,0,0,0.1,0.1,0.3,0,0.2,0.1,0.1,0.3,0.2
AE-562/12222001,OC(=O)CCC(=O)c1cccc(c1)[N+](=O)[O-],0.5,0,0.2,0.1,0.3,0.4,0.2,0,0.4,0.3,0.3,0
AE-562/12222005,CC(CC(=O)c1cccc(c1)[N+](=O)[O-])C(O)=O,0.2,0,0,0.8,0.2,0.2,0,0.1,0.1,0.4,0.1,0.1
AE-562/12222011,CC(CC(=O)c1ccc(cc1)[N+](=O)[O-])C(O)=O,0.3,0.2,0.3,0.2,0,0.2,0,0.6,0.2,0.1,0,0.1
AE-562/12222030,CC(C)(C)Cc1c(cc(cc1[N+](=O)[O-])C(O)=O)[N+](=O)[O-],0.2,0.1,0,0.2,0,0,0.1,0.3,0.1,0,0,0.1
AE-562/12222031,Cc1ccc(c(C)c1(CC(C)(C)C))[N+](=O)[O-],0.1,0.2,0.8,0.5,0,0.4,0,0.2,0.8,0.3,0.1,0.3
AE-562/12222042,CC(C)(C)c1ccc(C(O)=O)c(c1)[N+](=O)[O-],0,0,0,0,0,0.1,0,0,0,0.1,0,0
AE-562/12222053,CC1=C(C)C2(C)(C1(C)C3(C(=C(C2(C3(G)G)G)G)G)G),0.7,0.5,0.90000004,0.6,0.6,0.3,0.90000004,0.6,0.5,0.6,0.6,0.7
AE-562/12222061,O=C3N1CCN(C=C1)C(=O)N3(c2ccccc2),0,0,0.1,0.2,0.3,0.2,0.5,0.1,0.2,0.3,0.5,0.2
AE-562/12222062,COC(=O)C=2C1CCC(CC1)C=2(C(=O)OC),0.3,0.8,0.7,0.6,0.3,0.3,0.3,0.5,0.3,0.5,0.2,0.4
AE-562/12222067,CC(C)(C)c1cc(cc(c1)C(C)(C)C)[N+](=O)[O-],0.2,0.1,0.1,0,0.1,0.1,0,0.3,0.2,0.1,0,0.1
